post_title,post_author,post_category,F174,post_address,post_city,post_region,post_country,post_zip,post_latitude,post_longitude,phone,email,website,post_content,post_tags,business_hours,post_images,range_length_yards,number_of_lanes,facility_type,has_pro_shop,has_3d_course,has_field_course,membership_required,membership_price_adult,drop_in_price,equipment_rental_available,lessons_available,lesson_price_range,bow_types_allowed,accessibility,parking_available
Lower Trent Valley Fish and Game Club,1,1,1,1808 Fish and Game Club Road,Frankford,Ontario,Canada,K0K 2C0,44.176,-77.611,(613) 398-8946,Via website,ltvfg.ca,"Established 1962, oldest club in area. Non-profit member-owned recreational firearm and bow shooting organization. Originally 80 acres, now expanded to 120 acres. Clubhouse built 1963-1964, trap range circa 1970. Indoor archery: upstairs in clubhouse, Sunday mornings 8am-12pm (seasonal, ending April 13). Outdoor archery: 80-yard range with 3D targets. Both indoor and outdoor shooting ranges upgraded and improved in recent years. Additional facilities: outdoor rifle/handgun ranges 25-200 yards, skeet and trap field, sporting clays. Indoor facilities for small bore rifles, handguns, and archery. Hosts competitive events: IPSC, ICORE, ORPS, Cowboy Action. Members only club. 4.8 stars (97 reviews). Very well maintained, awesome selection of ranges. Mailing: P.O. Box 444, Frankford K0K 2C0.","Frankford, Quinte, indoor archery, outdoor archery, 3D, members only",Indoor Archery: Sunday 8am-12pm (seasonal); Members access varies by discipline,,80,Indoor: Multiple lanes; Outdoor: Field setup,Indoor/Outdoor,No,Yes,No,Yes,Members only - contact for rates,Members only,No,Contact for details,Contact for details,"Recurve, Compound",Contact for accessibility details,Yes
Peterborough Fish and Game Association,1,1,1,608 Division Road,Peterborough,Ontario,Canada,K9J 6Y1,44.309,-78.320,(705) 742-6845,Via website form,pfga.ca,"Founded 1952, oldest shooting facility in area. Located on 100 acres. Original clubhouse on Parkhill Road near Jackson Creek Park, moved to current location 1978 through Lottario grant. Facilities: clubhouse with indoor heated range, canteen, lounge, washrooms. Several outdoor ranges for handguns, rifles, archery. Open 24 hours/day for members (consideration: outdoor ranges not after dusk, indoor ranges not after 9pm weeknights/weekends or before noon Sundays). Archery section very active year-round: both indoor and outdoor facilities, 3D walkabout range with 20+ targets. Indoor range: practice butts for shooting up to 20 yards. Outdoor: 3D animal targets along marked course at various distances. Hosted many Canadian and Ontario archery events with Archery Ontario. Strong junior program with Canadian and Ontario champions in air pistol, air rifle, sporting rifle. Action shooting section: monthly competitions year-round (outdoors in nice weather, indoors in winter). IDPA Club ID C0701 (joined May 26, 2011). Facebook: 689 likes, 548 checkins. Mailing: P.O. Box 241, Peterborough K9J 6Y1. Reviews: ""very safe and well organized for shooting sports and archery"".","Peterborough, indoor archery, outdoor archery, 3D, members only, junior program","Open 24 hours for members; Outdoor ranges: dawn to dusk; Indoor ranges: close by 9pm weeknights/weekends, not before noon Sundays",,"20 (indoor), Various (outdoor 3D)",Indoor: Multiple lanes; Outdoor: 20+ 3D targets,Indoor/Outdoor,No,Yes,Yes (3D walkabout),Yes,Members only - contact for rates,Members only,No,Yes (junior program),Contact for details,All types,Contact for accessibility details,Yes
Easthill Outdoors,1,1,1,4131 Highway 35/115,Orono,Ontario,Canada,L0B 1M0,43.958,-78.565,(905) 983-5550,"info@easthilloutdoors.com, archery@easthilloutdoors.com",easthilloutdoors.com,"One of Ontario's largest independent outdoor sports stores. Family-owned hunting, fishing, and outdoor supply store. Modern, well-organized with clean and inviting atmosphere. Indoor archery range with 24-hour access for members. Professional indoor shooting facility for archery practice and instruction. Additional facilities: 24-hour access indoor gun range, axe throwing pits, comprehensive outdoor gear department. Knowledgeable and friendly staff dedicated to providing expert guidance and assistance. Private archery lessons available (instructor Don highly praised). Ladies nights offered. Store appears small from outside but very big inside with archery and firearms ranges. High-quality archery gear and equipment. Personal training for shooting mechanics available. Rewards program: earn points on purchases for discounts/special offers. Online ordering available (some shipping restrictions). State-of-the-art technology. Serves GTA, Durham Region, Clarington, Orono. 4.7 stars (806 reviews). 11,575 likes, 191 reviews, 844 favorites. TripAdvisor: #2 of 10 things to do in Orono.","Orono, Durham, indoor archery, pro shop, lessons, 24-hour access","Mon-Fri 9am-7pm, Sat 9am-3pm (or 9am-5pm), Sun Closed; 24-hour access for members",,Indoor range,Multiple indoor lanes,Indoor,Yes,No,No,"No (public welcome, members get 24-hour access)","Public access, memberships available for 24-hour access",Contact for range rates,Yes,Yes,Private lessons available,All types,Accessible facility,Yes
Erie Trackers,1,1,1,111 Killaly Street West,Port Colborne,Ontario,Canada,L3K 3L7,42.889,-79.250,(905) 834-9218,erietrackeroutfitters@cogeco.net,erie-tracker-outfitters.com,"Established 1989 (36 years). Indoor archery range and comprehensive retail supplier of archery and hunting equipment. Full-service pro shop specializing in archery equipment. Expert staff who hunt and fish themselves, very knowledgeable on products. ""Sportsmen serving sportsmen"" philosophy. Services: indoor range access, bow tuning, bow setup, equipment demonstrations, paper tuning, sight installation, custom bow work. Free range time offers available. Comprehensive selection: compound bows, crossbows (Excalibur brand), arrows, accessories. Full hunting/fishing outfitter. Staff: Lou (firearms expert) frequently praised. Indoor shooting lanes for testing equipment before purchase. Customers praise excellent customer service, knowledgeable staff, competitive pricing, extensive selection. Many customers travel from across Niagara region. Reviews: ""Great customer service from start to finish"", ""Very knowledgeable and helpful"", ""Excellent bow technician"", ""They go above and beyond"". Instagram: @erie_tracker_outfitters_est.89 (652 followers).","Port Colborne, Niagara, indoor archery, pro shop, bow tuning, hunting",Contact for hours,,Indoor range,Multiple shooting lanes,Indoor,Yes,No,No,No,Public access,Free range time offers available,Yes,Yes,Contact for lesson rates,"Recurve, Compound, Crossbow",Contact for accessibility details,Yes
Port Colborne District Conservation Club,1,1,1,3757 Second Concession Road,Port Colborne,Ontario,Canada,L3K 5V5,42.905,-79.237,(905) 894-1336,pcdcc@pcdcc.com,pcdcc.com,"Established 1954 (71 years). Non-profit incorporated conservation club. Proud member of Ontario Federation of Anglers & Hunters (OFAH Zone J). Located on 8.5 hectares (21 acres) of conservation land. Ecological preservation group. Objectives: encourage and promote conservation of natural resources, teach wise use and responsible practices, uphold all fish & game regulations, promote scientific environmental research. Volunteer organization. Monthly meetings at clubhouse. Activities: outdoor trap shooting, skeet shooting, air gun, 3D archery, annual fishing tournament, tree planting, walleye hatchery, numerous conservation projects, various social events. Members and non-members welcome. Open to all, no restrictions. Membership: Single $125, Family $152 (includes OFAH membership). 5.0 stars (4 reviews). Mailing: P.O. Box 444, Port Colborne L3K 1B7.","Port Colborne, Niagara, outdoor archery, 3D, trap, skeet, conservation",Call for information,,Outdoor 3D course,3D course setup,Outdoor,No,Yes,No,No (members and non-members welcome),"Single $125, Family $152",Non-members welcome - contact for rates,No,No,N/A,All types,Contact for accessibility details,Yes
St. Catharines Bowmen Archery Club,1,1,1,295 Linwell Road,St. Catharines,Ontario,Canada,L2N 1X7,43.159,-79.247,(905) 937-9074,Via phone,Contact via phone,"Indoor archery club located in St. Catharines. Traditional archery club offering indoor facilities. Serves Niagara region. Contact for hours, membership, and program information.","St. Catharines, Niagara, indoor archery",Contact for hours,,Indoor range,Multiple lanes,Indoor,No,No,No,Contact for details,Contact for rates,Contact for details,Contact for details,Contact for details,Contact for details,All types,Contact for accessibility details,Yes
Maple Leaf Marksmen Inc.,1,1,1,2102 Eleventh Street,St. Catharines,Ontario,Canada,L2R 6P9,43.147,-79.206,(905) 646-1381,Via website,vaxxine.com/mlm,"Indoor and outdoor shooting facility. Activities include archery, rifle, shotgun, and trap shooting. Location: St. Catharines/Louth area. Directions: On Regional Road 81, turn left onto 11th Street and drive south. Multi-discipline shooting sports facility serving Niagara region.","St. Catharines, Louth, indoor, outdoor, archery, shooting sports",Contact for hours,,Indoor and outdoor ranges,Multiple lanes,Indoor/Outdoor,No,No,No,Contact for details,Contact for rates,Contact for details,Contact for details,Contact for details,Contact for details,All types,Contact for accessibility details,Yes
Niagara Regional Sportsmen,1,1,1,5138 Concession Road Part Lot 15 Con 4,St. Anns,Ontario,Canada,L0R 1Y0,43.155,-79.298,(905) 327-3337,Via phone,Contact via phone,"Private members-only club, guests allowed with member. Closed to new members (approximately 300 current members). Outdoor facility with rifle, skeet, trap, sporting clays, and archery. Three shooting ranges: 50/100 yards, 25/50 yards pistol. Located beside Silverdale Gun Club. Established private shooting club in Niagara region.","St. Anns, Niagara, outdoor, members only, private",Members and guests only,,"50 yards, 100 yards, 25/50 yards pistol",Multiple outdoor ranges,Outdoor,No,Yes,No,Yes (closed to new members),Closed to new members,Members and guests only,No,No,N/A,All types,Contact for accessibility details,Yes
Archers Arena,1,1,1,1140 Sheppard Avenue West Suite 4,North York,Ontario,Canada,M3K 2A2,43.738,-79.461,(647) 992-7362,Info@archersarena.com,archersarena.com,"10,000 sq ft facility. #1 Rated Combat Archery Arena GTA. Activities: Combat Archery (archery tag dodgeball-style foam-tipped arrows), Indoor Target Archery 10-30yds 22-45lbs bows (own bow under 50lbs allowed), Blaster Wars (Nerf), Bubble Soccer, Saber Wars (Star Wars LED sabers). Beginner Archery Training all ages, open range $30/hr up to 20yds after safety verification, equipment rental $10/person, target paper $3. Facilities: 2 competitive fields, shooting range, lounge, snack bar ($1 soft drinks), party room, lockers, kitchenette, sniper towers, inflatable obstacles. Programs: lessons 150-200 arrows/hr, birthday parties, corporate events, team building, trainers 3+ years minimum. Hours: Mon 3:30-10pm, Tue 4:30-10pm, Wed 4:30-10pm, Thu 1:45-10pm, Fri 1:45-10pm, Sat 10am-10pm, Sun 10am-6pm. Location: off 401 and Allen Rd, transit accessible, minutes Downsview Station. Draws: Mississauga, Brampton, Vaughan, Richmond Hill, Markham, Scarborough. Instagram: @archersarena (11K followers). Urban entertainment venue different from traditional clubs.","North York, Toronto, GTA, indoor archery, combat archery, entertainment, parties","Mon 3:30-10pm, Tue-Wed 4:30-10pm, Thu-Fri 1:45-10pm, Sat 10am-10pm, Sun 10am-6pm",,10-30 yards,Multiple shooting lanes,Indoor,No,No (Combat archery facility),No,No,No membership required,$30/hr (range time),Yes ($10/person),Yes,Open range $30/hr,"Provided bows (22-45lbs), Own bow under 50lbs",Accessible facility,Yes
Barefoot Bushcraft,1,1,1,1874 Highway 20 East,Fonthill,Ontario,Canada,L0S 1E6,43.025,-79.304,+1 (866) 248-1362,wolf@barefootbushcraft.com,barefootbushcraft.com,"Established 2012 (10+ years). Niagara Region's largest outdoor education facility. Hours: May-Sept 7 days 11am-7pm, Sept-May Fri/Sat/Sun/Mon 11am-5pm (winter Mon 11am-dusk). Outdoor archery: 10m/20m foam targets, Archery Range Membership valid 7 days dawn-dusk. Archery Experience: $35/person $25 under 13, includes recurve bow/range rental/instructor/sheltered area/free parking, 1-hour sessions proper form/technique/safety, barefoot-friendly. Additional: axe throwing, crossbow, bushcraft/survival skills ages 14+. Summer Day Camp: Wilderness Archery Camp ages 9-13 15 spots/week, archery/fire-making (flint/steel/ferro rods)/axe-knife throwing/bushcraft-survival (shelters/knots/tool safety)/owl pellet dissection/sponge war/nature immersion. Guide/Scout/Cadet programs. Awards: TripAdvisor Travellers Choice 2020, Award of Excellence 2015-2017/2019-2020, CHCH TV Bronze Medallion best adventure centre. Instructors: certified outdoor disciplines decades experience. Philosophy: instinctive archery outdoors in elements, forging archers not just teaching. Service area: Dunnville, Fort Erie, Grimsby, Hamilton, Lincoln, Niagara Region, Niagara Falls, Niagara-on-the-Lake, Pelham, Port Colborne, St. Catharines, Thorold, Wainfleet, Welland, West Lincoln. Indigenous land acknowledgment Haudenosaunee/Anishinaabe territory.","Fonthill, Niagara, outdoor archery, education, bushcraft, camps",May-Sept: 7 days 11am-7pm; Sept-May: Fri/Sat/Sun/Mon 11am-5pm (Mon 11am-dusk),,"10m, 20m",Multiple foam target stations,Outdoor,No,No,No,No (Membership available),Membership available for dawn-dusk access,$35/person,Yes (included in session price),Yes,"$35/person, $25 under 13 (1-hour session)","Recurve, Crossbow","Barefoot-friendly, sheltered area, free parking",Yes (free)
Niagara Falls Archery Club,1,1,1,Sherk Road & Willoughby Drive NE Corner,Niagara Falls,Ontario,Canada,L2G 6X5,42.997,-79.044,(905) 325-0522,Via mailbox at range,Instagram @niagara_falls_archery_club,"Formerly Niagara Bowman. GPS: 42.99749558472098,-79.04441224888261. Outdoor seasonal May-Oct/Nov weather permitting, closed winter. Tuesday evening shoots open to non-members/potential members, all ages/skill levels, OAA trained coaches always present, equipment provided if required. Membership registrations/renewals Tue 5:30-7:30pm starting May 7 2024. Participates Archery Canada/Ontario outdoor mail match competitions, coordinator Madison Medland, score submission mailbox collected Tuesdays, must be active Archery Ontario/Canada member for mail match, must be club member to submit scores. Affiliated Archery Canada. Mailing: 6531 Murray St Niagara Falls L2G 2K8. Instagram presence. Mailbox at range for correspondence. Community-focused outdoor club.","Niagara Falls, outdoor, seasonal, community, OAA",Tuesday evening shoots (May-Oct); Seasonal May-November weather permitting,,Outdoor range,Outdoor field setup,Outdoor,No,No,No,No (Non-members welcome Tuesday evenings),Membership available,Non-members welcome Tuesday evenings,Yes (if required),OAA coaches available,Free coaching Tuesday evenings,All types,Contact for accessibility details,Yes
North Bay Bowhunters and Archers,1,1,1,654 O'Brien Street,North Bay,Ontario,Canada,P1B 2H4,46.310,-79.460,(705) 472-8121,Via website,northbaybowhuntersandarchers.webs.com,"Non-profit volunteer-run organization. Promotes recreational archery and bowhunting in North Bay area. Focus on safe and proper use of longbow, recurve, and compound bows. Indoor, outdoor, and 3D facilities. Special Achievement Awards at AGM: Robin Hoods shot during year, first big game animal with bow, Big Game Triple (bear/deer/moose in season). Big/Small Game Fests: awards for largest black bear/moose/antlered-antlerless deer/most grouse-rabbits taken with bow in current hunting season. Interactive website with events/photos/shoot results. AGM location: North Bay Gun Club 1545 Hwy 17 North Bay. Annual Running Bear shoot is major event. Practice range improvements completed 2016. Active volunteer community. Affiliated Archery Canada, listed in Ontario Out of Doors directory. Facebook: North-Bay-Bowhunters-and-Archers-299784499203. Instagram: @northbaybowhuntersandarchers (143 followers).","North Bay, indoor, outdoor, 3D, bowhunting, volunteer",Contact for schedule,,Indoor and outdoor ranges,Multiple lanes,Indoor/Outdoor,No,Yes,No,Contact for details,Contact for rates,Contact for details,No,Yes (supervised by selected members),Contact for details,"Longbow, Recurve, Compound",Contact for accessibility details,Yes
Parry Sound Anglers and Hunters,1,1,1,41 Brooks Road 6km south Parry Sound,Parry Sound,Ontario,Canada,P2A 2W8,45.341,-80.035,(705) 389-2026,Via website,psah.org,"Multi-discipline shooting sports club 6km south of Parry Sound. Indoor facilities: pistol and archery. Outdoor facilities: rifle, shotgun, trap, pistol, and five stand. Serves Parry Sound and surrounding area. Comprehensive shooting sports facility for members and visitors.","Parry Sound, indoor, outdoor, archery, shooting sports",Contact for hours,,"Indoor pistol/archery, outdoor ranges",Multiple lanes,Indoor/Outdoor,No,No,No,Contact for details,Contact for rates,Contact for details,No,Contact for details,Contact for details,All types,Contact for accessibility details,Yes
Temiskaming Bullseye Club,1,1,1,705503 Twin Lakes Road,New Liskeard,Ontario,Canada,P0J 1P0,47.513,-79.680,(705) 647-4275,Via website,tembullseye.ca,"Indoor and outdoor shooting facility. Disciplines include archery, rifle, trap, and skeet. Located in northern Ontario serving Temiskaming region. Comprehensive shooting sports club with multiple disciplines available.","New Liskeard, Temiskaming, indoor, outdoor, archery",Contact for hours,,Indoor and outdoor ranges,Multiple lanes,Indoor/Outdoor,No,No,No,Contact for details,Contact for rates,Contact for details,No,Contact for details,Contact for details,All types,Contact for accessibility details,Yes
Timmins Bow and Archery Club,1,1,1,2400 Kraft Creek Road,Timmins,Ontario,Canada,P4N 7C3,48.477,-81.330,(705) 360-3445,Via phone,Contact via phone,Indoor and outdoor archery facilities. Target and 3D archery available. Serves Timmins and northern Ontario region. Community archery club with both indoor and outdoor shooting options.,"Timmins, indoor, outdoor, target, 3D",Contact for hours,,Indoor and outdoor ranges,Multiple lanes,Indoor/Outdoor,No,Yes,No,Contact for details,Contact for rates,Contact for details,No,Contact for details,Contact for details,All types,Contact for accessibility details,Yes
Lively Archery Club,1,1,1,Lively District Secondary School,Lively,Ontario,Canada,P3Y 1M5,46.420,-81.141,(705) 692-5224,Via phone,Contact via phone,Indoor winter archery program. Located at Lively District Secondary School. Serves Greater Sudbury area. Seasonal indoor club operating during winter months. Community archery program in school facility.,"Lively, Sudbury, indoor, winter program",Winter season - Contact for schedule,,Indoor range at school,Multiple lanes,Indoor,No,No,No,Contact for details,Winter program - contact for rates,Contact for details,No,Winter program,Contact for details,All types,School facility,Yes
Algoma Rod and Gun Club,1,1,1,R.R. #1,Hilton Beach,Ontario,Canada,P0R 1G0,46.256,-83.948,(705) 945-6410,Via phone,Contact via phone,"Indoor archery and outdoor facilities. Outdoor activities: rifle, trap, skeet, sporting clays, 5-stand, archery, and 3D archery. Located in Sault Ste. Marie area. Comprehensive shooting sports club serving Algoma region. Multiple disciplines available for members.","Hilton Beach, Sault Ste. Marie, Algoma, indoor, outdoor, 3D",Contact for hours,,Indoor and outdoor ranges,Multiple lanes,Indoor/Outdoor,No,Yes,No,Contact for details,Contact for rates,Contact for details,No,Contact for details,Contact for details,All types,Contact for accessibility details,Yes
Thessalon and Area Rod and Gun Club,1,1,1,53 Ansonia Road,Thessalon,Ontario,Canada,P0R 1L0,46.260,-83.555,(705) 356-7517,Via website,thessalongunclub.com,"Outdoor shooting sports facility. Disciplines: rifles, muzzleloader, shotguns, black powder, trap, archery target, and 3D archery. Serves Thessalon and surrounding Algoma area. Comprehensive outdoor club with traditional and modern shooting disciplines.","Thessalon, Algoma, outdoor, target, 3D, shooting sports",Contact for hours,,Outdoor ranges,Multiple lanes,Outdoor,No,Yes,No,Contact for details,Contact for rates,Contact for details,No,Contact for details,Contact for details,All types,Contact for accessibility details,Yes
Durham Archers,1,1,1,Wilson Road North,Whitby,Ontario,Canada,L1N 0B3,43.877,-78.942,(905) 427-0948,Via website,durhamarchers.com,"Outdoor 3D archery club. Serves Whitby, Oshawa, Ajax, and Durham Region. Community archery club focused on 3D shooting. Accessible outdoor facility for Durham area archers.","Whitby, Durham, Oshawa, Ajax, outdoor, 3D",Contact for hours,,Outdoor 3D course,3D course setup,Outdoor,No,Yes,No,Contact for details,Contact for rates,Contact for details,No,Contact for details,Contact for details,All types,Contact for accessibility details,Yes
Windsor Sportsmen's Club,N/A,Sportsmen Club,N/A,2401 Dougall Ave,Windsor,Ontario,Canada,N8X 1T3,42.265,-83.029,519-966-1600,N/A,http://www.windsorsportsmensclub.org/,"Multi-activity sportsmen club offering archery, trap & skeet shooting, horseshoes, dart leagues, pool leagues, golf league, bridge league, and more. Features include Jr. Sportsmen's Club, rentals, restaurant with full menu. Archery available as one of multiple recreational activities.","archery, trap, skeet, sportsmen club, leagues, social club","Wed-Mon 11:00am-12:00am, Sun 11:00am-7:00pm, Closed last Sunday of month",N/A,N/A,N/A,Club,No,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,All,Yes,Yes
Windsor Archery Range,N/A,Public Archery Range,N/A,N/A,Windsor,Ontario,Canada,N9A 1C4,42.313,-83.036,N/A,N/A,https://www.recreationliveshere.com/facilities/facility/details/Archery-Range-44,"Public outdoor archery range open for archery equipment (bows and arrows) only. Range has one shooting line with targets set at 15, 20, and 30 yards distance. 3D targets temporarily removed during winter. Safe range use and proper shooting etiquette required.","public range, outdoor, archery, 3D targets",Open to public,N/A,30 yards max,Single shooting line,Public Range,No,Yes,No,No,N/A,Free,No,No,N/A,All,Yes,Yes
Sudbury Game and Fish Protective Association,N/A,Fish and Game Club,N/A,4745 Raft Lake Rd,Sudbury,Ontario,Canada,P3G 1M4,46.471,-80.983,705-692-5714,contact@sudburygameandfish.org,https://sudburygameandfish.wordpress.com,"80-acre lakefront property for club members with rifle range, archery range, nature trails, campground, wetlands, sauna, and clubhouse. Activities include Family Fishing Derby, Fish Pond, archery contests, rifle sighting weekends, tree planting, wildlife restoration, educational seminars, and more. Focus on conservation and outdoor heritage.","fish and game, archery, conservation, rifle, camping, trails",Members only,N/A,Outdoor archery range,Multiple,Club,No,N/A,Yes,Yes,Contact for rates,N/A,No,N/A,N/A,All,N/A,Yes
Haliburton County Marksmen Club,N/A,Shooting Club,N/A,1465 Swinson Rd,Kinmount,Ontario,Canada,K0M 2A0,44.738,-78.698,N/A,N/A,http://www.hcmcnet.com,"Marksmen club in Haliburton County. Facilities include outdoor rifle range, shotgun range, and trap. Located on Swinson Road in Kinmount.","shooting club, rifle, shotgun, trap",N/A,N/A,Outdoor ranges,Multiple,Club,No,No,No,Yes,Contact for rates,N/A,No,N/A,N/A,N/A,N/A,Yes
MilCun Training Center,N/A,Training Center,N/A,Township of Minden,Minden,Ontario,Canada,K0M 2A0,44.930,-78.719,N/A,[email protected],http://www.milcun.com,"Military and civilian training center in Township of Minden, Haliburton County. Outdoor facilities include pistol range, rifle range up to 600m, and training area. Operated by Operational Shooting Association (OSA).","training center, rifle, pistol, tactical training",N/A,N/A,Up to 600m rifle,Multiple,Training Center,No,No,No,N/A,N/A,N/A,No,Yes,Contact for rates,N/A,N/A,Yes
Hamilton Archery Centre,N/A,Archery Centre,N/A,"148 Parkdale Ave N, Lower Level",Hamilton,Ontario,Canada,L8H 5X2,43.267,-79.867,905-979-4811,hamiltonarcherycentre@gmail.com,https://www.hamiltonarcherycentre.com,"Indoor archery facility with 18m lanes open to the public. No annual membership required. Offers private lessons and youth programs in family-friendly environment. Over 15 years of experience teaching archery. Equipment rental available. Operates with compound, recurve, and barebow equipment. COVID-safe with reduced lanes and physical distancing.","indoor archery, lessons, youth programs, equipment rental, no membership required","Mon & Fri 6:00pm-9:00pm, Sun 12:00pm-5:00pm",N/A,18m (59 feet),Multiple 18m lanes,Indoor Centre,Yes,No,No,No,N/A,Contact for rates,Yes,Yes,Contact for rates,"Compound, Recurve, Barebow",Yes,Yes
Waterdown Rod and Gun Club,N/A,Rod and Gun Club,N/A,373 Concession 7 E,Waterdown,Ontario,Canada,L0R 2H0,43.334,-79.900,905-689-8008,waterdownrgc@hotmail.com,http://www.waterdownrgc.com,"Hunting and fishing club offering variety of outdoor programs. Facilities include outdoor archery range, trap shooting, pellet gun range. Offers hunter safety training, firearms safety courses, and hunter education training courses. Established social club for hunting and fishing enthusiasts.","rod and gun club, outdoor archery, trap shooting, hunter training, firearms safety","Hours vary, contact for details",N/A,N/A,N/A,Outdoor,N/A,N/A,N/A,Yes,Contact for details,N/A,N/A,Yes,Contact for details,N/A,N/A,Yes
Tavistock Rod and Gun Club,N/A,Rod and Gun Club,N/A,336994 33rd Line,Embro,Ontario,Canada,N0J 1J0,43.257,-80.983,519-393-5451,N/A,http://www.tdrgc.com,"Rod and gun club established in 1967 serving Tavistock and District. Facilities include outdoor archery range, rifle range, and trap shooting. Located in Zorra township near Harrington. Multi-discipline shooting sports club for sportsmen and outdoor enthusiasts.","rod and gun club, outdoor archery, trap shooting, rifle range, established 1967",N/A,N/A,N/A,N/A,Outdoor,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes
Waterford Family Archery Club,N/A,Archery Club,N/A,"Jarvis Community Church, 19 Church St",Jarvis,Ontario,Canada,N0A 1J0,42.900,-80.009,519-443-7448,hfrystak@sympatico.ca,N/A,"Family-oriented archery club for individuals interested in archery. Open to all with no restrictions. Drop-in meetings available. Registration required to join club. Fully accessible facility. Contact: MaryJane Frystak (Secretary), Dylan Mitchener (Vice President). Mailing address: c/o Dylan Mitchener, 445 Main St W, Dunnville.","family archery, archery club, drop-in, fully accessible",Contact for schedule,N/A,N/A,N/A,Indoor,No,N/A,N/A,Yes,$25,$7,N/A,N/A,N/A,N/A,Fully accessible,Yes
Silver Swords Armouries,N/A,Archery Instruction Facility,N/A,180 Burnhamthorpe Rd E,Oakville,Ontario,Canada,L6H 7B5,43.441,-79.700,905-606-0050,N/A,https://silverswords.ca,"Historical combat and archery instruction facility founded 1993 after Ontario Renaissance Festival. Offers archery lessons along with medieval/renaissance combat forms including quarterstaff, axe throwing, knife throwing, sword combat. Appointment-only facility. Indoor and outdoor instruction available. Instructor: Rob. Open 6 days/week with afternoon and evening classes.","archery lessons, medieval combat, historical archery, appointment only, instruction","6 days/week, afternoons and evenings, appointment only",N/A,N/A,N/A,Indoor & Outdoor,No,N/A,N/A,No,N/A,N/A,Yes,Yes,2-hour intro lessons available,Traditional/Historical,N/A,Yes
Sault North Archery Club,N/A,Archery Club,N/A,"640 Queen St E (Indoor), 525 Landslide Rd (Outdoor)",Sault Ste Marie,Ontario,Canada,P6A 2Z5,46.513,-84.347,705-253-4658,[email protected],Facebook page,Established 1984 archery club with approximately 70 members from ages 5 to seniors. Indoor range at 640 Queen St E (basement) with 24/7 member access. Outdoor range at 525 Landslide Rd for summer league. Wednesday evening shoots at 7pm. Beginner lessons Tuesdays 7-8pm and Saturdays 10-11am (admission by donation). Annual Spring Fling event. President: Dave Boston. Known for supportive family atmosphere and stress relief.,"archery club, indoor range, outdoor range, lessons, family friendly, 24/7 access","24/7 for members, Lessons: Tue 7-8pm, Sat 10-11am, League: Wed 7pm",N/A,N/A,N/A,Indoor & Outdoor,No,N/A,N/A,Yes for 24/7 access,"$200 adult, $125 student, $75 youth, $350 family",Donation for beginner lessons,Yes for beginners,Yes,Donation-based for beginners,All types,N/A,Yes
Kawartha Traditional Archery Club,N/A,Traditional Archery Club,N/A,3123 Elm Tree Rd,Woodville,Ontario,Canada,K0M 2T0,44.428,-78.852,905-410-1141,N/A,https://kawarthaarchery.wixsite.com/traditional,"Traditional archery-only club (longbows and recurve only, no compounds or crossbows) founded by Fred Walker. Two-room shop with traditional equipment. 3 separate courses with 72 3D targets on several acres. Primitive camping available at $10/night. Equipment rental and lessons available. 3 Rivers Archery dealer. Great selection of new and used traditional bows. Located 5 minutes north of Cambray hamlet.","traditional archery, longbow, recurve, 3D course, camping, lessons, pro shop",Contact for schedule,N/A,N/A,N/A,Outdoor,Yes,Yes,Yes,N/A,N/A,Contact for rates,Yes,Yes,Contact for rates,"Traditional only (Longbow, Recurve)",N/A,Yes
Kingston Archery Club,N/A,Archery Club,N/A,2043 Battersea Rd,Glenburnie,Ontario,Canada,K0H 1S0,44.465,-76.531,N/A,info@kingstonarcheryclub.com,https://kingstonarcheryclub.com,"Non-profit archery club with indoor and outdoor ranges. Outdoor range features 3D targets, field archery, and outdoor targets. Indoor range for winter sessions. Offers lessons for beginners and intermediate archers taught by certified coaches. Equipment rental available. Hosts tournaments and special events. Member of Archery Ontario. Walk-ins not permitted, members only or guests of members. Volunteer opportunities available.","archery club, 3D course, field archery, lessons, tournaments, indoor, outdoor","Thu 5:30pm-9:00pm, varies by season",N/A,Various distances,N/A,Indoor & Outdoor,No,Yes,Yes,Yes,Contact for rates,$20 per visit (guests only),Yes,Yes,Contact for rates,All types,N/A,Yes
Waterloo County Bowmen's Club,N/A,Archery Club,N/A,1440 Jigs Hollow Road,Woolwich,Ontario,Canada,N3B 2V9,43.574,-80.536,519-654-6314,N/A,https://waterloocountybowmen.ca,Archery club serving the Kitchener-Waterloo region. Outdoor facility with various targets including 3D and field archery courses. Member of Archery Ontario. Offers memberships and hosts events throughout the year. Family-friendly club focused on promoting archery in Waterloo County.,"archery club, 3D course, field archery, outdoor, Waterloo County","Member access, varies by season",N/A,Various distances,N/A,Outdoor,No,Yes,Yes,Yes,Contact for rates,N/A,N/A,N/A,N/A,All types,N/A,Yes
